Feature1	Feature2	Feature3	Class
1.5939718869705548	0.977138309208702	-2.0566351928717705	0.0
0.19507987172811636	-1.4092276585101928	1.2263693554645432	0.0
-0.32045055916909654	0.33055165989950086	0.16706726052712498	1.0
-0.6362667387337011	0.6466981562105283	-0.6573676799326706	0.0
-1.3520731337243161	0.12543565916491956	-0.30783606028933935	1.0
0.28093546840305317	-0.08526142404160636	-1.0357159501351947	1.0
-0.6828933074064321	-0.06959260694804831	0.8384429430229603	1.0
-0.33749347101982163	0.01612101892235776	-0.6686517860725874	0.0
1.362152108814086	0.9325288733518355	1.0130863277783457	1.0
-1.6095772187375252	1.2502780848584023	-1.00961551561783	0.0
0.3298241668708389	0.23423360247537928	-0.37680073905710726	0.0
-0.606752257248375	-0.1586825366113206	-0.507762855287029	1.0
0.25743702058357987	-0.09918243888281336	-0.5061044641083547	1.0
0.06343525585265886	-0.10237197198302678	0.6360548446479883	1.0
-0.6862274230169794	0.0662792494040485	-1.87831692981808	0.0
-0.7620812277212305	0.31770904491757973	-0.2474540299326248	0.0
0.6042484450153073	0.5466445673269107	-1.7880356458220437	1.0
-0.8528088840272317	0.25140660555668254	0.8269679313144025	1.0
0.4182751768500502	0.24162021954917912	-0.6657263095698249	1.0
1.3192688103502568	0.1927184350589535	1.6375523408554655	1.0
0.20487064789148934	-0.41738765620600365	0.26837326949473234	0.0
1.3012206087104583	-0.6971912859372801	-0.33282331813487975	0.0
-1.2028690937529474	-0.10721172343088758	-0.45920139914643643	0.0
1.1070924470052637	0.6994286590684538	1.0257342756991874	1.0
-1.4903496000792373	-0.2815077245716511	2.0007173504185944	1.0
0.43874459779866	0.060981028729736486	-0.46247334564189424	0.0
0.34823350265946745	-0.5887285328894469	-0.22841652448857822	0.0
0.21384582015799775	0.17432915833736978	-0.4603560169421518	0.0
-0.3768966886273788	0.8201565156133881	0.1037936716173325	0.0
0.17165803503505897	-0.2491811476698923	0.6101160968808994	1.0
-1.8811094999945224	1.3690426298870053	-2.195707768781808	0.0
1.4443940078889441	0.5045107908871326	-0.20027629728516588	1.0
0.4964204252324633	0.37026612139915904	0.9699512753367017	1.0
-0.32153036904550075	-0.09876715482008969	0.1916360921733529	1.0
-0.726573927790158	-0.042845459999265895	-0.14181984419985588	1.0
-0.34860576265648374	0.07654025672059295	-0.3404561291754498	1.0
0.24014704283332172	0.30128113962170344	0.12514528104708128	1.0
1.007685093075338	0.7488275574763239	1.8568648306597944	1.0
-0.04683228159059885	0.31020572069429503	1.436054841655531	1.0
-0.4333120124507531	0.6207520049757935	-0.9605226083162279	0.0
-1.1470261709179344	0.04366418059848698	1.2166459267573093	1.0
0.6122513313890645	0.08679192674494916	-0.09888144548032612	1.0
2.1735802116322214	0.7518236031195304	1.7826511272212073	1.0
1.1359709639509883	0.3967599571617589	0.35298923253960857	1.0
-0.7798379487936236	0.0679404338371879	-0.383724507149085	0.0
0.8871447667246561	0.019239159068425188	1.764317661712464	1.0
1.6617240267335152	0.5329402006142946	-0.6561999124656523	1.0
0.6169756792681264	0.2673463719472622	1.290155801398434	1.0
0.3665328169637018	0.035972209419332296	-0.7589350463571434	0.0
0.02155900591830781	-0.3956885292495259	-0.4404428014149203	0.0
-0.9357372650346598	0.3716033606894554	-0.6962086544060944	0.0
0.35654494688698185	0.00962138502124224	-0.04886348406610885	1.0
0.7851508329933039	-1.1659065900775518	0.5721766100685004	0.0
0.333043630912191	-0.11711873190435074	-0.34517526825921235	1.0
-0.7868989815211715	0.3429102736206782	1.42053573805914	1.0
-1.1814437858076714	0.3306692388008809	-0.002366516553008735	0.0
-0.49083488394889346	0.6331246139040121	-1.2080121579229952	0.0
-0.1367036202497301	0.18354138639001633	0.1345435146614889	1.0
-1.7330250974116543	0.22195796120631595	1.1334981298101767	0.0
3.0456772003886856	1.012648916202515	0.7977598622943147	1.0
-1.3902153544740483	-0.5598806645406496	-1.2747630920853605	1.0
0.1959759943508836	-0.88457372048602	1.5058003285651878	0.0
0.2791060998086938	0.7991245479452729	-1.4256842342890772	0.0
-0.04923129746695162	-0.4891626967966331	0.4469740360743603	1.0
1.4399038845605232	0.5994565974139241	-0.10012453547746308	1.0
0.5737006204271038	-0.6546439540786468	-1.4248736241070046	0.0
-0.11939182651731857	0.39485684224248224	0.04751664437223488	0.0
0.9374258691334609	0.26397571948068455	-1.3990587291465475	1.0
-0.32343575542043873	0.5957560185880295	2.6023951437450057	1.0
-1.2019997112907341	-0.04578878213315679	0.3755808512557298	1.0
-1.5153692545005342	-0.2530187177820298	0.39719927157041623	1.0
0.13740225576273096	-1.443225583948857	1.7252628965836083	0.0
-0.4731966296242393	0.15214849171529715	-0.026304812010926104	0.0
-0.12848929804129344	-0.008635194849862665	0.175457969944589	1.0
0.6591750435115789	0.34122317559803783	-1.3422969601720898	1.0
0.8041347628362525	0.2844716260211311	0.9798179386115344	1.0
0.12014948028432165	-0.11444363925556353	-0.7034082266312305	0.0
-0.5605252704107958	0.14535123909597797	-0.4882438781372791	0.0
0.45738549080238716	0.4602299681262354	-0.4485880306818307	1.0
-1.247106611129502	-0.19207209297615935	0.8209204516622848	1.0
-0.6526928549375958	1.3880680013244675	-2.0788586931347695	0.0
-1.0996359031214349	-0.060780225949192634	0.21051801618123056	0.0
-0.6318116827112796	0.8115553203281485	-0.54693912847145	0.0
0.854467152607221	0.28355972460445167	0.6306805494480909	1.0
0.48038363851263644	0.36613076335403355	0.9972470534924738	1.0
-0.5555838431230238	0.1459245469050286	0.18024016328130354	1.0
